,local_run_id,humanoid_class,humanoid_fp,humanoid_probs,humanoid_job,action,remaining_time,capacity
0,1,zombie,consolidated_dataset/test_00076.png,"{'doctor': 25, 'engineer': 12, 'normal': 1, 'thug': 5, 'imposter': 51, 'pessimist': 6}",imposter,squish,720.0,0.0
1,1,zombie,consolidated_dataset/test_00137.png,"{'doctor': 0, 'engineer': 1, 'normal': 5, 'thug': 11, 'imposter': 68, 'pessimist': 15}",imposter,skip,705.0,0.0
2,1,zombie,consolidated_dataset/test_00009.png,"{'doctor': 38, 'engineer': 2, 'normal': 12, 'thug': 24, 'imposter': 10, 'pessimist': 15}",doctor,squish,685.0,0.0
3,1,healthy,consolidated_dataset/test_00194.png,"{'doctor': 3, 'engineer': 6, 'normal': 60, 'thug': 13, 'imposter': 3, 'pessimist': 15}",normal,save,670.0,0.0
4,1,healthy,consolidated_dataset/test_00053.png,"{'doctor': 26, 'engineer': 21, 'normal': 6, 'thug': 7, 'imposter': 34, 'pessimist': 6}",doctor,reveal,640.0,1.0
5,1,healthy,consolidated_dataset/test_00053.png,"{'doctor': 26, 'engineer': 21, 'normal': 6, 'thug': 7, 'imposter': 34, 'pessimist': 6}",doctor,save,610.0,1.0
6,1,healthy,consolidated_dataset/test_00151.png,"{'doctor': 7, 'engineer': 11, 'normal': 66, 'thug': 3, 'imposter': 4, 'pessimist': 8}",normal,save,580.0,2.0
7,1,zombie,consolidated_dataset/test_00192.png,"{'doctor': 2, 'engineer': 5, 'normal': 0, 'thug': 62, 'imposter': 7, 'pessimist': 24}",thug,squish,550.0,3.0
8,1,zombie,consolidated_dataset/test_00080.png,"{'doctor': 1, 'engineer': 25, 'normal': 1, 'thug': 47, 'imposter': 10, 'pessimist': 14}",thug,skip,535.0,3.0
9,1,healthy,consolidated_dataset/test_00115.png,"{'doctor': 1, 'engineer': 21, 'normal': 3, 'thug': 71, 'imposter': 3, 'pessimist': 1}",thug,skip,515.0,3.0
10,1,zombie,consolidated_dataset/test_00032.png,"{'doctor': 25, 'engineer': 14, 'normal': 26, 'thug': 0, 'imposter': 9, 'pessimist': 26}",normal,squish,495.0,3.0
11,1,healthy,consolidated_dataset/test_00100.png,"{'doctor': 15, 'engineer': 6, 'normal': 55, 'thug': 0, 'imposter': 23, 'pessimist': 1}",pessimist,save,480.0,3.0
12,1,zombie,consolidated_dataset/test_00029.png,"{'doctor': 3, 'engineer': 57, 'normal': 10, 'thug': 0, 'imposter': 23, 'pessimist': 8}",imposter,squish,450.0,4.0
13,1,healthy,consolidated_dataset/test_00083.png,"{'doctor': 20, 'engineer': 25, 'normal': 35, 'thug': 5, 'imposter': 10, 'pessimist': 6}",normal,save,435.0,4.0
14,1,healthy,consolidated_dataset/test_00073.png,"{'doctor': 1, 'engineer': 1, 'normal': 70, 'thug': 18, 'imposter': 5, 'pessimist': 5}",normal,save,405.0,5.0
15,1,healthy,consolidated_dataset/test_00107.png,"{'doctor': 8, 'engineer': 1, 'normal': 56, 'thug': 2, 'imposter': 2, 'pessimist': 31}",pessimist,save,375.0,6.0
